StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q28,Q26,Q3,Q4,Q5,Q5_2_TEXT,Q6,Q7,Q8,Q8_9_TEXT,Q9,Q11,Q12,Q25,Q16,Q13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q14,Q17,Q18,Q18_3_TEXT,Q19,Q19_3_TEXT,Q20,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_7_TEXT,Q23,PROLIFIC_PID
2022-06-25 13:32:00,2022-06-25 13:37:57,IP Address,165.0.35.36,100,357,True,2022-06-25 13:37:58,R_2uvTqX8h0c3ikBU,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,615c343a80f9bb6fd7362271,22,Female,South Africa,,SA,SA,Bachelor Degree,,No,Yes,Yes,,Health reasons,I am still deciding,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,I usually forget,Yes,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,,,,,,,615c343a80f9bb6fd7362271
2022-06-25 13:34:25,2022-06-25 13:37:59,IP Address,41.150.194.34,100,213,True,2022-06-25 13:38:00,R_1PZ4GruxO2r8W0f,,,,,-26.2198,28.251,anonymous,EN,Agree,Yes,60d08b01478381762e0609d6,25,Male,South Africa,,Pretoria,Springs,Diploma,,No,No,No,I do not want to be part of an experiment.,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither too much nor too little,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,YouTube,Facebook or other social media,,,,,,60d08b01478381762e0609d6
2022-06-25 13:33:01,2022-06-25 13:38:05,IP Address,197.90.180.64,100,304,True,2022-06-25 13:38:05,R_pgWzB0n5EObo1q1,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,608f1113b134822073386231,25,Female,South Africa,,Bloemfontein,"Kimberley ",Bachelor Degree,,No,Yes,No,"I have had covid-19 before and feel my body has developed antibodies for the virus. I also do not trust the vaccine. ",,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,608f1113b134822073386231
2022-06-25 13:33:28,2022-06-25 13:38:06,IP Address,197.185.96.229,100,277,True,2022-06-25 13:38:06,R_ZJrbMTUSFNx3lgR,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,605996d037bce4fb5488a375,27,Female,South Africa,,Durban,Durban,Bachelor Degree,,No,Yes,Yes,,"To prevent myself from catching the virus ",I am still deciding,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Extremely often,Yes,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,605996d037bce4fb5488a375
2022-06-25 13:33:05,2022-06-25 13:38:14,IP Address,102.222.181.213,100,308,True,2022-06-25 13:38:14,R_1Q4Tuyh14FfIQoa,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,5eb04e79e03a4c0e066042c6,35,Male,South Africa,,cape town,cape town,Bachelor Degree,,No,Yes,Yes,,to be safe,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Extremely often,Yes,Yes,,Yes,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,,,Government,,,,,5eb04e79e03a4c0e066042c6
2022-06-25 13:34:54,2022-06-25 13:38:18,IP Address,41.114.155.202,100,204,True,2022-06-25 13:38:19,R_3lMOEJfVwd0rRX9,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,612033436cbe1edf027eeec2,28,Male,South Africa,,"Cape town ",Khayelitsha,Diploma,,No,Yes,Yes,,I heard it will help me boost my immune system against the virus,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,YouTube,Facebook or other social media,,Scientific research papers,,,,612033436cbe1edf027eeec2
2022-06-25 13:33:37,2022-06-25 13:38:19,IP Address,102.141.81.233,100,281,True,2022-06-25 13:38:19,R_WoCFR4chacKLjSV,,,,,-22.8143,30.5061,anonymous,EN,Agree,Yes,6176cb0b0278446d3918c17f,33,Female,South Africa,,"Gauteng ","Phalaborwa ",Bachelor Degree,,Yes,Yes,I prefer not to say,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,Facebook or other social media,Government,Scientific research papers,,,-,6176cb0b0278446d3918c17f
2022-06-25 13:35:11,2022-06-25 13:38:40,IP Address,196.24.72.21,100,209,True,2022-06-25 13:38:40,R_3PaZ3Bx8lAGwSjY,,,,,-33.9672,25.5785,anonymous,EN,Agree,Yes,616c11378bac879268b09fad,20,Male,South Africa,,"Pretoria ",Bochum,Diploma,,No,Yes,No,Didn't see the need to take it,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,,,YouTube,,,,,,none,616c11378bac879268b09fad
2022-06-25 13:24:20,2022-06-25 13:38:42,IP Address,197.184.160.72,100,862,True,2022-06-25 13:38:42,R_3NDQ4NoG2PAb55D,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6154a9446cbdcf602363fcec,46,Male,Other,Zimbabwean,Pretoria,Victoria Falls,Bachelor Degree,,No,No,Yes,,I believe by taking the vaccine I am going myself a fighting chance against virus if I may contract it,Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,YouTube,,Government,Scientific research papers,,,,6154a9446cbdcf602363fcec
2022-06-25 13:34:01,2022-06-25 13:38:42,IP Address,105.9.133.209,100,281,True,2022-06-25 13:38:43,R_cZvAoOiFO3ApCAp,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,6112e38f811a9d11384fd173,37,Female,South Africa,,capetown,capetown,Bachelor Degree,,No,Yes,Yes,,was compulsory for work,I am still deciding,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Sometimes,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,6112e38f811a9d11384fd173
2022-06-25 13:26:04,2022-06-25 13:38:43,IP Address,165.0.56.212,100,758,True,2022-06-25 13:38:43,R_SW4JQMX1wTcLGZH,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,6160c9e6ef711c4b5d7f0de8,40,Female,South Africa,,Cape Town,Cape Town,Bachelor Degree,,No,Yes,No,"The vaccine is still on medical trial phase. I choose not be part of the trial.
The vaccine is not necessary as we have natural immune systems that work perfectly fine.
There are way too many vaccine injuries that media and big pharma refuse to take responsibility for.
They have been forced to release the vaccine side effects and there are way too many side effects for my liking.
The vaccine destroys the natural immune system which eventually causes auto-immune deficiency (VAIDS).
People who have taken the vaccine are also testing positive for hiv, because the vaccine destroys the immune system.
The vaccine causes infertility and irregular periods in women.
Vaccinated people are getting sick more often than they did before taking the vaccine and the cold/flu like symptoms they experience are way worse than the flu they had before the vaccine.
Shingles, now disguised as monkeypox. 
They are going to force us to take a vaccine for monkeypox which honestly is just another vaccine booster.
All of it is very unnecessary, I haven't had flu/cold in many years, never got sick for any reason because i eat healthy, stopped eating gmo food products and i exercise often.

",,,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Often,No,No,,No,,More people who have not been vaccinated,,,YouTube,,,Scientific research papers,,,No comments.,6160c9e6ef711c4b5d7f0de8
2022-06-25 13:34:22,2022-06-25 13:38:43,IP Address,41.10.125.228,100,261,True,2022-06-25 13:38:44,R_3s4iV993yKRcLPa,,,,,-29.9056,30.9405,anonymous,EN,Agree,Yes,5e84914bb350c401767124a2,26,Female,South Africa,,Durban,Durban,Masters,,No,Yes,Yes,,"To protect myself and those around me. ",Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Sometimes,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,Scientific research papers,,,None,5e84914bb350c401767124a2
2022-06-25 13:34:15,2022-06-25 13:38:50,IP Address,197.184.177.119,100,274,True,2022-06-25 13:38:50,R_2wAGaLjDkPdnsFK,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,615a395e37b6993b6049d202,28,Female,South Africa,,Pretoria,Soweto,Diploma,,No,I don't remember,Yes,,pfizer,I am still deciding,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,I am not sure,,,,Facebook or other social media,,,,,,615a395e37b6993b6049d202
2022-06-25 13:34:29,2022-06-25 13:38:50,IP Address,41.87.201.37,100,260,True,2022-06-25 13:38:50,R_2CN5Y8MtV1440Qh,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,611117d79c57e6744e059bc4,30,Male,South Africa,,Port Elizabeth,Port Elizabeth,Bachelor Degree,,No,Yes,No,Because I absolutely don't like being pressured into doing something.,,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Often,No,No,,No,,More people who have been vaccinated,,,,,,Scientific research papers,,,No comment,611117d79c57e6744e059bc4
2022-06-25 13:35:25,2022-06-25 13:38:50,IP Address,102.222.183.82,100,205,True,2022-06-25 13:38:50,R_1QAS9N0x9FPAQnc,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,61594c60bf60cc36701299a8,19,Male,South Africa,,SOWETO,SOWETO,Matric,,No,Yes,Yes,,Protea glen clicks,I am still deciding,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Sometimes,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,61594c60bf60cc36701299a8
2022-06-25 13:34:11,2022-06-25 13:38:53,IP Address,102.249.1.231,100,282,True,2022-06-25 13:38:54,R_3PADcMM6PEL6WBQ,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,60fb217e4833977bcef4b0db,21,Female,South Africa,,"Durban ","Durban ",Matric,,No,Yes,Yes,,I had to in order to enter my campus,I am still deciding,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,,,,Facebook or other social media,,,,,,60fb217e4833977bcef4b0db
2022-06-25 13:34:23,2022-06-25 13:39:13,IP Address,196.248.79.129,100,289,True,2022-06-25 13:39:14,R_1CHNMclucHZnkYa,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,61335a647caf04024dc2c98d,19,Female,South Africa,,Pretoria,Durban,Matric,,No,Yes,Yes,,To protect myself against the covid 19 virus,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I usually forget,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",Newspapers,,,Government,,,,,61335a647caf04024dc2c98d
2022-06-25 13:35:13,2022-06-25 13:39:31,IP Address,102.65.70.119,100,257,True,2022-06-25 13:39:31,R_1Fn4zu3U4sMDomi,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,607b2df4eb8c8a82dd2ce8b8,25,Male,South Africa,,Pretoria,Pretoria,Bachelor Degree,,No,Yes,Yes,,To prevent contracting a strain that might hospitalize me.,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Often,No,No,,No,,More people who have not been vaccinated,,,,Facebook or other social media,,,,,,607b2df4eb8c8a82dd2ce8b8
2022-06-25 13:34:32,2022-06-25 13:39:50,IP Address,102.33.27.10,100,318,True,2022-06-25 13:39:50,R_2AXW6m9ypF0SNzC,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,61703be3748d6f5ddc01170a,64,Female,South Africa,,Pretoria,Pretoria,Matric,,No,Yes,Yes,,I wanted to protect myself against covid and because I have an underlying chronic desease,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,,,,,Government,Scientific research papers,,,,61703be3748d6f5ddc01170a
2022-06-25 13:31:30,2022-06-25 13:39:55,IP Address,196.24.147.180,100,505,True,2022-06-25 13:39:56,R_O43n3lvEaw4gcFz,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,60e1e24c2cefa1327bb77476,22,Male,South Africa,,Cape Town,Nelspruit,Matric,,No,Yes,Yes,,To protect myself and my family from covid19,I am still deciding,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,Government,,,,,60e1e24c2cefa1327bb77476
2022-06-25 13:33:30,2022-06-25 13:40:02,IP Address,192.143.68.118,100,391,True,2022-06-25 13:40:02,R_3M3xKtJtgK1bq30,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,605986be77c362e33eac85c2,37,Male,South Africa,,durban,durban,Diploma,,No,Yes,Yes,,i believe in medical science,No,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Extremely often,No,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,Scientific research papers,,,,605986be77c362e33eac85c2
2022-06-25 13:33:45,2022-06-25 13:40:15,IP Address,169.239.46.91,100,389,True,2022-06-25 13:40:15,R_O7oQghVCfpqtAiZ,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,61633e7cdb242f2be6ba08f8,23,Male,South Africa,,Durban,Vryheid,Bachelor Degree,,No,Yes,No,"I did not choose not to take it; I haven't taken it yet for no reason, but I've been thinking of going ahead and taking it lately.",,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I usually forget,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,I am not sure,"News channels, eg. eNCA",,YouTube,,,,,,,61633e7cdb242f2be6ba08f8
2022-06-25 13:38:32,2022-06-25 13:40:25,IP Address,41.150.211.200,100,112,True,2022-06-25 13:40:25,R_3NKikg6IudjEDGr,,,,,-23.8783,29.4326,anonymous,EN,Agree,Yes,61681f59f7bc57738bf25f26,23,Male,South Africa,,Thohoyandou,Thohoyandou,Matric,,No,Yes,No,Slow vaccination process,,,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Often,No,No,,No,,I am not sure,,,,Facebook or other social media,,,,,,61681f4ae07fb78d64af4e6d
2022-06-25 13:33:20,2022-06-25 13:40:48,IP Address,41.198.133.150,100,447,True,2022-06-25 13:40:48,R_1OIaiUMknbn0wUl,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6162e2f241835c1e2f8099df,35,Female,South Africa,,Johannesburg,Cape Town,Diploma,,No,Yes,Yes,,To minimize the chances of getting covid.,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Often,No,No,,No,,More people who have not been vaccinated,,,YouTube,Facebook or other social media,,,,,n/a,6162e2f241835c1e2f8099df
2022-06-25 13:37:51,2022-06-25 13:42:08,IP Address,41.13.25.202,100,256,True,2022-06-25 13:42:08,R_33paheQpixFiGVQ,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,5fc75538417d762a6ccd0548,23,Male,South Africa,,"Bloemfontein ","Klerksdorp ",Diploma,,No,Yes,Yes,,For immune protection against the Covid 19 Virus,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,I am not sure,,,YouTube,,,,,,,5fc75538417d762a6ccd0548
2022-06-25 13:36:36,2022-06-25 13:42:30,IP Address,197.185.99.82,100,353,True,2022-06-25 13:42:30,R_DvPR2Y2lcUVa42R,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,6172dbbae6d358d7304e81b3,46,Female,South Africa,,Tshwane,Cape Town,Honours Degree,,Yes,Yes,No,I feel it was too experimental for now where there were lot of side effects and fatalities which were questionable after close relations were vaccinated,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Extremely often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",Newspapers,,Facebook or other social media,,Scientific research papers,,,,6172dbbae6d358d7304e81b3
2022-06-25 13:29:39,2022-06-25 13:42:30,IP Address,41.242.160.251,100,771,True,2022-06-25 13:42:31,R_3irH8L3rRrioxT4,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,5eea2a70bff1be0da1efd564,26,Female,South Africa,,Pretoria,Kempton Park,Honours Degree,,No,Yes,No,I have fear of needless.,,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,Scientific research papers,,,No comment.,5eea2a70bff1be0da1efd564
2022-06-25 13:28:58,2022-06-25 13:43:30,IP Address,102.219.202.21,100,871,True,2022-06-25 13:43:30,R_ueQqq00F13ryL7j,,,,,-33.0254,27.908,anonymous,EN,Agree,Yes,612cdaa2042b4d9b9fb16acd,28,Female,South Africa,,East London,East London,Diploma,,No,Yes,Yes,,We were going to be restricted in some places and activities if we dont take vaccine,No,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,612cdaa2042b4d9b9fb16acd
2022-06-25 13:42:00,2022-06-25 13:43:50,IP Address,41.150.211.221,100,109,True,2022-06-25 13:43:50,R_3etqKoPSIw0ZY1a,,,,,-23.8783,29.4326,anonymous,EN,Agree,Yes,61681f4ae07fb78d64af4e6d,23,Male,South Africa,,Thohoyandou,Thohoyandou,Matric,,No,Yes,No,Unsure of the vaccine,,,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Extremely often,No,Yes,,No,,I am not sure,,,,Facebook or other social media,,,,,,61681f4ae07fb78d64af4e6d
